fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,embi_peru
2020-02-01,382281.7,198737.79325124,82318.1128,53151.4336,14.2166,2.1403,2.25,3.39035,18264.3,92.3206390707161,172.727214614625,175.077232289461,67610.6579,101588.32,430600.67,563135.06,2.2433,94.9682939405528,122.2
2020-03-01,385570.6,204427.47438748,81235.7068,52872.0188,14.0555,2.0994,1.25,3.49136363636364,14463.96,92.9170303880033,140.503002958334,151.461098303133,68022.027109,102585.05,416177.85,547113.07,1.8384,95.3530638059822,248.9090909090909
2020-04-01,384639.15,208839.7497252,79420.0532,52710.1596,13.3643,1.9517,0.25,3.3975,14779.28,93.0142055130683,104.35718010835,122.226692475291,73632.323937,107457.79,425455.2,554813.01,0.6135,95.4286770029047,277.95454545454544
2020-05-01,405971.21,229327.15985572,78485.1268,52678.9292,12.7823,1.7423,0.25,3.42115,15580.85,93.204097335048,116.059228900362,136.07403462672,73439.132808,124958.35,450687.69,583442.67,0.2414,95.5580794166655,220.85714285714286
2020-06-01,409902.09,231660.87686152,77306.55,52520.1872,12.4427,1.4927,0.25,3.47016666666667,16878.0,92.9560841633195,139.909969593455,150.397493076918,71449.712034,129673.39,456287.39,594204.5,0.169,95.6463629942244,180.13636363636363
2020-07-01,414921.96,238234.71817548,76037.0552,52359.89,12.2887,1.3048,0.25,3.51656818181818,17512.53,93.3861811793687,152.557843942335,164.692175104433,74335.721262,135265.73,466977.9,606226.67,0.1752,95.7064142396102,169.1304347826087
2020-08-01,419644.05,242671.32264096,75423.664,52450.2696,12.3435,1.1994,0.25,3.56392857142857,18576.89,93.2832332195989,156.547130692248,170.210403346009,74667.798748,137479.52,473952.75,617142.89,0.1674,95.8395623652642,145.42857142857142
2020-10-01,421957.69,243359.18490196,75202.3868,53233.6436,12.4984,1.1065,0.25,3.59561363636364,17472.2,93.4260987274024,167.169520946249,182.271256354312,72468.23441,138433.18,476517.79,623983.76,0.2489,96.0574752594641,150.1818181818182
2020-11-01,423853.94,243254.59024992,75369.032,53690.444,12.3737,1.0603,0.25,3.6077619047619,19796.51,93.9123624949692,168.922807960474,187.046714867003,71723.436978,138671.8,487912.76,636117.06,0.1883,96.1961650023572,147.0
2020-12-01,422199.029553614,241912.40323356,75273.3868,54061.956,12.101,1.01,0.25,3.60261904761905,20822.15,93.9581285619732,173.167361490965,208.694607665942,74706.911243,143021.60659197,501002.207975784,654481.642446457,0.2276,96.312369694404,143.30434782608697
